Country Name,Country Code,year,"Annualized growth in per capita real survey mean consumption or income, bottom 40% (%)","Annualized growth in per capita real survey mean consumption or income, top 10% (%)","Annualized growth in per capita real survey mean consumption or income, top 60% (%)","Annualized growth in per capita real survey mean consumption or income, total population (%)",Annualized growth in per capita real survey median income or consumption expenditure (%),GINI index (World Bank estimate),Growth component of change in poverty at $1.90 a day (2011 PPP) (% of change),Growth component of change in poverty at $3.20 a day (2011 PPP) (% of change),Growth component of change in poverty at $5.50 a day (2011 PPP) (% of change),Income share held by fourth 20%,Income share held by highest 10%,Income share held by highest 20%,Income share held by lowest 10%,Income share held by lowest 20%,Income share held by second 20%,Income share held by third 20%,Median daily per capita income or consumption expenditure (2011 PPP),"Multidimensional poverty, Drinking water (% of population deprived)","Multidimensional poverty, Educational attainment (% of population deprived)","Multidimensional poverty, Educational enrollment (% of population deprived)","Multidimensional poverty, Electricity (% of population deprived)","Multidimensional poverty, Headcount ratio (% of population)","Multidimensional poverty, Monetary poverty (% of population deprived)","Multidimensional poverty, Sanitation (% of population deprived)",Number of poor at $1.90 a day (2011 PPP) (millions),Number of poor at $3.20 a day (2011 PPP) (millions),Number of poor at $5.50 a day (2011 PPP) (millions),"Population, total",Poverty gap at $1.90 a day (2011 PPP) (%),Poverty gap at $3.20 a day (2011 PPP) (% of population),Poverty gap at $5.50 a day (2011 PPP) (% of population),Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),"Poverty headcount ratio at $1.90 a day, Female (2011 PPP) (% of female population)","Poverty headcount ratio at $1.90 a day, Male  (2011 PPP) (% of male population)","Poverty headcount ratio at $1.90 a day, age 0-14  (2011 PPP) (% of population age 0-14)","Poverty headcount ratio at $1.90 a day, age 15-64 (2011 PPP) (% of population age 15-64)","Poverty headcount ratio at $1.90 a day, age 65+ (2011 PPP) (% of population age 65+)","Poverty headcount ratio at $1.90 a day, rural (2011 PPP) (% of rural population)","Poverty headcount ratio at $1.90 a day, urban (2011 PPP) (% of urban population)","Poverty headcount ratio at $1.90 a day, with primary education (2011 PPP) (% of population age 16+ with primary education)","Poverty headcount ratio at $1.90 a day, with secondary education (2011 PPP) (% of population age 16+ with secondary education)","Poverty headcount ratio at $1.90 a day, without education (2011 PPP) (% of population age 16+ without education)","Poverty headcount ratio at $1.90 a day,  with Tertiary/post-secondary education (2011 PPP) (% of population age 16+ with Tertiary/post-secondary education)",Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),Poverty headcount ratio at national poverty lines (% of population),"Poverty headcount ratio at national poverty lines (% of population), including noncomparable values",Redistribution component of change in poverty at $1.90 a day (2011 PPP) (% of change),Redistribution component of change in poverty at $3.20 a day (2011 PPP) (% of change),Redistribution component of change in poverty at $5.50 a day (2011 PPP) (% of change),"Survey mean consumption or income per capita, bottom 40% (2011 PPP $ per day)","Survey mean consumption or income per capita, top 10% (2011 PPP $ per day)","Survey mean consumption or income per capita, top 60% (2011 PPP $ per day)","Survey mean consumption or income per capita, total population (2011 PPP $ per day)",Short Name,Table Name,Long Name,2-alpha code,Currency Unit,Special Notes,Region,Income Group,WB-2 code,National accounts base year,National accounts reference year,SNA price valuation,Lending category,Other groups,System of National Accounts,Alternative conversion factor,PPP survey year,Balance of Payments Manual in use,External debt Reporting status,System of trade,Government Accounting concept,IMF data dissemination standard,Latest population census,Latest household survey,Source of most recent Income and expenditure data,Vital registration complete,Latest agricultural census,Latest industrial data,Latest trade data,Unnamed: 30,is_country,flag
Botswana,BWA,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,832467.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Botswana,Botswana,Republic of Botswana,BW,Botswana pula,,Sub-Saharan Africa,Upper middle income,BW,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,,2011,BPM6,Actual,General trade system,Budgetary central government,Enhanced General Data Dissemination System (e-GDDS),2011,Family Health Survey 2007/08,"Core Welfare Indicator Questionnaire Survey (CWIQ), 2015/16",,2015,2013.0,2017.0,,True,🇧🇼
Botswana,BWA,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,865075.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Botswana,Botswana,Republic of Botswana,BW,Botswana pula,,Sub-Saharan Africa,Upper middle income,BW,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,,2011,BPM6,Actual,General trade system,Budgetary central government,Enhanced General Data Dissemination System (e-GDDS),2011,Family Health Survey 2007/08,"Core Welfare Indicator Questionnaire Survey (CWIQ), 2015/16",,2015,2013.0,2017.0,,True,🇧🇼
Botswana,BWA,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,897868.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Botswana,Botswana,Republic of Botswana,BW,Botswana pula,,Sub-Saharan Africa,Upper middle income,BW,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,,2011,BPM6,Actual,General trade system,Budgetary central government,Enhanced General Data Dissemination System (e-GDDS),2011,Family Health Survey 2007/08,"Core Welfare Indicator Questionnaire Survey (CWIQ), 2015/16",,2015,2013.0,2017.0,,True,🇧🇼
Botswana,BWA,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,930408.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Botswana,Botswana,Republic of Botswana,BW,Botswana pula,,Sub-Saharan Africa,Upper middle income,BW,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,,2011,BPM6,Actual,General trade system,Budgetary central government,Enhanced General Data Dissemination System (e-GDDS),2011,Family Health Survey 2007/08,"Core Welfare Indicator Questionnaire Survey (CWIQ), 2015/16",,2015,2013.0,2017.0,,True,🇧🇼
Botswana,BWA,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,962875.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Botswana,Botswana,Republic of Botswana,BW,Botswana pula,,Sub-Saharan Africa,Upper middle income,BW,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,,2011,BPM6,Actual,General trade system,Budgetary central government,Enhanced General Data Dissemination System (e-GDDS),2011,Family Health Survey 2007/08,"Core Welfare Indicator Questionnaire Survey (CWIQ), 2015/16",,2015,2013.0,2017.0,,True,🇧🇼
Botswana,BWA,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,996130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Botswana,Botswana,Republic of Botswana,BW,Botswana pula,,Sub-Saharan Africa,Upper middle income,BW,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,,2011,BPM6,Actual,General trade system,Budgetary central government,Enhanced General Data Dissemination System (e-GDDS),2011,Family Health Survey 2007/08,"Core Welfare Indicator Questionnaire Survey (CWIQ), 2015/16",,2015,2013.0,2017.0,,True,🇧🇼
Botswana,BWA,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,1031439.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Botswana,Botswana,Republic of Botswana,BW,Botswana pula,,Sub-Saharan Africa,Upper middle income,BW,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,,2011,BPM6,Actual,General trade system,Budgetary central government,Enhanced General Data Dissemination System (e-GDDS),2011,Family Health Survey 2007/08,"Core Welfare Indicator Questionnaire Survey (CWIQ), 2015/16",,2015,2013.0,2017.0,,True,🇧🇼
Botswana,BWA,1985,,,,,,54.2,,,,19.2,42.9,58.9,1.4,3.6,6.9,11.4,,,,,,,,,0.5,0.7,0.9,1069582.0,17.9,32.6,49.9,42.6,,,,,,,,,,,,63.8,81.6,59.0,59.0,,,,,,,,Botswana,Botswana,Republic of Botswana,BW,Botswana pula,,Sub-Saharan Africa,Upper middle income,BW,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,,2011,BPM6,Actual,General trade system,Budgetary central government,Enhanced General Data Dissemination System (e-GDDS),2011,Family Health Survey 2007/08,"Core Welfare Indicator Questionnaire Survey (CWIQ), 2015/16",,2015,2013.0,2017.0,,True,🇧🇼
Botswana,BWA,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,1110943.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Botswana,Botswana,Republic of Botswana,BW,Botswana pula,,Sub-Saharan Africa,Upper middle income,BW,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,,2011,BPM6,Actual,General trade system,Budgetary central government,Enhanced General Data Dissemination System (e-GDDS),2011,Family Health Survey 2007/08,"Core Welfare Indicator Questionnaire Survey (CWIQ), 2015/16",,2015,2013.0,2017.0,,True,🇧🇼
Botswana,BWA,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,1154906.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Botswana,Botswana,Republic of Botswana,BW,Botswana pula,,Sub-Saharan Africa,Upper middle income,BW,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,,2011,BPM6,Actual,General trade system,Budgetary central government,Enhanced General Data Dissemination System (e-GDDS),2011,Family Health Survey 2007/08,"Core Welfare Indicator Questionnaire Survey (CWIQ), 2015/16",,2015,2013.0,2017.0,,True,🇧🇼
Botswana,BWA,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200067.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Botswana,Botswana,Republic of Botswana,BW,Botswana pula,,Sub-Saharan Africa,Upper middle income,BW,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,,2011,BPM6,Actual,General trade system,Budgetary central government,Enhanced General Data Dissemination System (e-GDDS),2011,Family Health Survey 2007/08,"Core Welfare Indicator Questionnaire Survey (CWIQ), 2015/16",,2015,2013.0,2017.0,,True,🇧🇼
Botswana,BWA,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,1244484.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Botswana,Botswana,Republic of Botswana,BW,Botswana pula,,Sub-Saharan Africa,Upper middle income,BW,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,,2011,BPM6,Actual,General trade system,Budgetary central government,Enhanced General Data Dissemination System (e-GDDS),2011,Family Health Survey 2007/08,"Core Welfare Indicator Questionnaire Survey (CWIQ), 2015/16",,2015,2013.0,2017.0,,True,🇧🇼
Botswana,BWA,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,1286756.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Botswana,Botswana,Republic of Botswana,BW,Botswana pula,,Sub-Saharan Africa,Upper middle income,BW,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,,2011,BPM6,Actual,General trade system,Budgetary central government,Enhanced General Data Dissemination System (e-GDDS),2011,Family Health Survey 2007/08,"Core Welfare Indicator Questionnaire Survey (CWIQ), 2015/16",,2015,2013.0,2017.0,,True,🇧🇼
Botswana,BWA,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,1326322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Botswana,Botswana,Republic of Botswana,BW,Botswana pula,,Sub-Saharan Africa,Upper middle income,BW,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,,2011,BPM6,Actual,General trade system,Budgetary central government,Enhanced General Data Dissemination System (e-GDDS),2011,Family Health Survey 2007/08,"Core Welfare Indicator Questionnaire Survey (CWIQ), 2015/16",,2015,2013.0,2017.0,,True,🇧🇼
Botswana,BWA,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,1363554.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Botswana,Botswana,Republic of Botswana,BW,Botswana pula,,Sub-Saharan Africa,Upper middle income,BW,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,,2011,BPM6,Actual,General trade system,Budgetary central government,Enhanced General Data Dissemination System (e-GDDS),2011,Family Health Survey 2007/08,"Core Welfare Indicator Questionnaire Survey (CWIQ), 2015/16",,2015,2013.0,2017.0,,True,🇧🇼
Botswana,BWA,1993,,,,,,60.8,,,,16.4,51.2,64.9,1.2,3.0,5.9,9.8,,,,,,,,,0.5,0.8,1.1,1399110.0,13.5,26.8,43.7,34.8,,,,,,,,,,,,56.0,76.0,32.9,32.9,,,,,,,,Botswana,Botswana,Republic of Botswana,BW,Botswana pula,,Sub-Saharan Africa,Upper middle income,BW,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,,2011,BPM6,Actual,General trade system,Budgetary central government,Enhanced General Data Dissemination System (e-GDDS),2011,Family Health Survey 2007/08,"Core Welfare Indicator Questionnaire Survey (CWIQ), 2015/16",,2015,2013.0,2017.0,,True,🇧🇼
Botswana,BWA,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,1434059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Botswana,Botswana,Republic of Botswana,BW,Botswana pula,,Sub-Saharan Africa,Upper middle income,BW,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,,2011,BPM6,Actual,General trade system,Budgetary central government,Enhanced General Data Dissemination System (e-GDDS),2011,Family Health Survey 2007/08,"Core Welfare Indicator Questionnaire Survey (CWIQ), 2015/16",,2015,2013.0,2017.0,,True,🇧🇼
Botswana,BWA,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,1469174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Botswana,Botswana,Republic of Botswana,BW,Botswana pula,,Sub-Saharan Africa,Upper middle income,BW,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,,2011,BPM6,Actual,General trade system,Budgetary central government,Enhanced General Data Dissemination System (e-GDDS),2011,Family Health Survey 2007/08,"Core Welfare Indicator Questionnaire Survey (CWIQ), 2015/16",,2015,2013.0,2017.0,,True,🇧🇼
Botswana,BWA,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,1504730.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Botswana,Botswana,Republic of Botswana,BW,Botswana pula,,Sub-Saharan Africa,Upper middle income,BW,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,,2011,BPM6,Actual,General trade system,Budgetary central government,Enhanced General Data Dissemination System (e-GDDS),2011,Family Health Survey 2007/08,"Core Welfare Indicator Questionnaire Survey (CWIQ), 2015/16",,2015,2013.0,2017.0,,True,🇧🇼
Botswana,BWA,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,1540425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Botswana,Botswana,Republic of Botswana,BW,Botswana pula,,Sub-Saharan Africa,Upper middle income,BW,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,,2011,BPM6,Actual,General trade system,Budgetary central government,Enhanced General Data Dissemination System (e-GDDS),2011,Family Health Survey 2007/08,"Core Welfare Indicator Questionnaire Survey (CWIQ), 2015/16",,2015,2013.0,2017.0,,True,🇧🇼
Botswana,BWA,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575824.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Botswana,Botswana,Republic of Botswana,BW,Botswana pula,,Sub-Saharan Africa,Upper middle income,BW,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,,2011,BPM6,Actual,General trade system,Budgetary central government,Enhanced General Data Dissemination System (e-GDDS),2011,Family Health Survey 2007/08,"Core Welfare Indicator Questionnaire Survey (CWIQ), 2015/16",,2015,2013.0,2017.0,,True,🇧🇼
Botswana,BWA,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Botswana,Botswana,Republic of Botswana,BW,Botswana pula,,Sub-Saharan Africa,Upper middle income,BW,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,,2011,BPM6,Actual,General trade system,Budgetary central government,Enhanced General Data Dissemination System (e-GDDS),2011,Family Health Survey 2007/08,"Core Welfare Indicator Questionnaire Survey (CWIQ), 2015/16",,2015,2013.0,2017.0,,True,🇧🇼
Botswana,BWA,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,1643334.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Botswana,Botswana,Republic of Botswana,BW,Botswana pula,,Sub-Saharan Africa,Upper middle income,BW,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,,2011,BPM6,Actual,General trade system,Budgetary central government,Enhanced General Data Dissemination System (e-GDDS),2011,Family Health Survey 2007/08,"Core Welfare Indicator Questionnaire Survey (CWIQ), 2015/16",,2015,2013.0,2017.0,,True,🇧🇼
Botswana,BWA,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,1674678.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Botswana,Botswana,Republic of Botswana,BW,Botswana pula,,Sub-Saharan Africa,Upper middle income,BW,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,,2011,BPM6,Actual,General trade system,Budgetary central government,Enhanced General Data Dissemination System (e-GDDS),2011,Family Health Survey 2007/08,"Core Welfare Indicator Questionnaire Survey (CWIQ), 2015/16",,2015,2013.0,2017.0,,True,🇧🇼
Botswana,BWA,2002,,,,,,64.7,,,,15.8,53.1,69.5,0.8,2.3,4.6,7.8,,,,,,,,,0.5,0.9,1.2,1704642.0,11.4,23.5,38.6,29.8,,,,,,,,,,,,50.2,66.7,30.6,30.6,,,,,,,,Botswana,Botswana,Republic of Botswana,BW,Botswana pula,,Sub-Saharan Africa,Upper middle income,BW,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,,2011,BPM6,Actual,General trade system,Budgetary central government,Enhanced General Data Dissemination System (e-GDDS),2011,Family Health Survey 2007/08,"Core Welfare Indicator Questionnaire Survey (CWIQ), 2015/16",,2015,2013.0,2017.0,,True,🇧🇼
Botswana,BWA,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,1734398.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Botswana,Botswana,Republic of Botswana,BW,Botswana pula,,Sub-Saharan Africa,Upper middle income,BW,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,,2011,BPM6,Actual,General trade system,Budgetary central government,Enhanced General Data Dissemination System (e-GDDS),2011,Family Health Survey 2007/08,"Core Welfare Indicator Questionnaire Survey (CWIQ), 2015/16",,2015,2013.0,2017.0,,True,🇧🇼
Botswana,BWA,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,1765527.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Botswana,Botswana,Republic of Botswana,BW,Botswana pula,,Sub-Saharan Africa,Upper middle income,BW,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,,2011,BPM6,Actual,General trade system,Budgetary central government,Enhanced General Data Dissemination System (e-GDDS),2011,Family Health Survey 2007/08,"Core Welfare Indicator Questionnaire Survey (CWIQ), 2015/16",,2015,2013.0,2017.0,,True,🇧🇼
Botswana,BWA,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,1799078.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Botswana,Botswana,Republic of Botswana,BW,Botswana pula,,Sub-Saharan Africa,Upper middle income,BW,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,,2011,BPM6,Actual,General trade system,Budgetary central government,Enhanced General Data Dissemination System (e-GDDS),2011,Family Health Survey 2007/08,"Core Welfare Indicator Questionnaire Survey (CWIQ), 2015/16",,2015,2013.0,2017.0,,True,🇧🇼
Botswana,BWA,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,1835908.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Botswana,Botswana,Republic of Botswana,BW,Botswana pula,,Sub-Saharan Africa,Upper middle income,BW,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,,2011,BPM6,Actual,General trade system,Budgetary central government,Enhanced General Data Dissemination System (e-GDDS),2011,Family Health Survey 2007/08,"Core Welfare Indicator Questionnaire Survey (CWIQ), 2015/16",,2015,2013.0,2017.0,,True,🇧🇼
Botswana,BWA,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,1875459.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Botswana,Botswana,Republic of Botswana,BW,Botswana pula,,Sub-Saharan Africa,Upper middle income,BW,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,,2011,BPM6,Actual,General trade system,Budgetary central government,Enhanced General Data Dissemination System (e-GDDS),2011,Family Health Survey 2007/08,"Core Welfare Indicator Questionnaire Survey (CWIQ), 2015/16",,2015,2013.0,2017.0,,True,🇧🇼
Botswana,BWA,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,1915639.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Botswana,Botswana,Republic of Botswana,BW,Botswana pula,,Sub-Saharan Africa,Upper middle income,BW,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,,2011,BPM6,Actual,General trade system,Budgetary central government,Enhanced General Data Dissemination System (e-GDDS),2011,Family Health Survey 2007/08,"Core Welfare Indicator Questionnaire Survey (CWIQ), 2015/16",,2015,2013.0,2017.0,,True,🇧🇼
Botswana,BWA,2009,,,,,,60.5,,,,16.9,49.6,65.0,1.1,2.8,5.7,9.5,4.47,,,,,,,,0.4,0.7,1.1,1953498.0,5.8,14.7,28.7,18.2,,,,,,,,,,,,37.1,57.5,19.3,19.3,,,,2.04,47.37,14.55,9.55,Botswana,Botswana,Republic of Botswana,BW,Botswana pula,,Sub-Saharan Africa,Upper middle income,BW,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,,2011,BPM6,Actual,General trade system,Budgetary central government,Enhanced General Data Dissemination System (e-GDDS),2011,Family Health Survey 2007/08,"Core Welfare Indicator Questionnaire Survey (CWIQ), 2015/16",,2015,2013.0,2017.0,,True,🇧🇼
Botswana,BWA,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,1987105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Botswana,Botswana,Republic of Botswana,BW,Botswana pula,,Sub-Saharan Africa,Upper middle income,BW,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,,2011,BPM6,Actual,General trade system,Budgetary central government,Enhanced General Data Dissemination System (e-GDDS),2011,Family Health Survey 2007/08,"Core Welfare Indicator Questionnaire Survey (CWIQ), 2015/16",,2015,2013.0,2017.0,,True,🇧🇼
Botswana,BWA,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015402.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Botswana,Botswana,Republic of Botswana,BW,Botswana pula,,Sub-Saharan Africa,Upper middle income,BW,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,,2011,BPM6,Actual,General trade system,Budgetary central government,Enhanced General Data Dissemination System (e-GDDS),2011,Family Health Survey 2007/08,"Core Welfare Indicator Questionnaire Survey (CWIQ), 2015/16",,2015,2013.0,2017.0,,True,🇧🇼
Botswana,BWA,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,2039551.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Botswana,Botswana,Republic of Botswana,BW,Botswana pula,,Sub-Saharan Africa,Upper middle income,BW,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,,2011,BPM6,Actual,General trade system,Budgetary central government,Enhanced General Data Dissemination System (e-GDDS),2011,Family Health Survey 2007/08,"Core Welfare Indicator Questionnaire Survey (CWIQ), 2015/16",,2015,2013.0,2017.0,,True,🇧🇼
Botswana,BWA,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,2062536.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Botswana,Botswana,Republic of Botswana,BW,Botswana pula,,Sub-Saharan Africa,Upper middle income,BW,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,,2011,BPM6,Actual,General trade system,Budgetary central government,Enhanced General Data Dissemination System (e-GDDS),2011,Family Health Survey 2007/08,"Core Welfare Indicator Questionnaire Survey (CWIQ), 2015/16",,2015,2013.0,2017.0,,True,🇧🇼
Botswana,BWA,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,2088614.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Botswana,Botswana,Republic of Botswana,BW,Botswana pula,,Sub-Saharan Africa,Upper middle income,BW,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,,2011,BPM6,Actual,General trade system,Budgetary central government,Enhanced General Data Dissemination System (e-GDDS),2011,Family Health Survey 2007/08,"Core Welfare Indicator Questionnaire Survey (CWIQ), 2015/16",,2015,2013.0,2017.0,,True,🇧🇼
Botswana,BWA,2015,0.42,-5.89,-3.69,-3.3,-0.95,53.3,,,,19.5,41.5,58.5,1.5,3.9,7.0,11.1,4.2,3.7,8.2,4.2,35.5,21.3,15.7,52.0,0.3,0.8,1.3,2120716.0,4.3,13.8,29.4,16.1,16.6,15.4,22.2,12.6,15.4,25.2,11.2,15.9,12.8,23.0,2.9,38.5,60.4,,,,,,2.09,31.72,11.35,7.65,Botswana,Botswana,Republic of Botswana,BW,Botswana pula,,Sub-Saharan Africa,Upper middle income,BW,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,,2011,BPM6,Actual,General trade system,Budgetary central government,Enhanced General Data Dissemination System (e-GDDS),2011,Family Health Survey 2007/08,"Core Welfare Indicator Questionnaire Survey (CWIQ), 2015/16",,2015,2013.0,2017.0,,True,🇧🇼
Botswana,BWA,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,2159944.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Botswana,Botswana,Republic of Botswana,BW,Botswana pula,,Sub-Saharan Africa,Upper middle income,BW,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,,2011,BPM6,Actual,General trade system,Budgetary central government,Enhanced General Data Dissemination System (e-GDDS),2011,Family Health Survey 2007/08,"Core Welfare Indicator Questionnaire Survey (CWIQ), 2015/16",,2015,2013.0,2017.0,,True,🇧🇼
Botswana,BWA,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,2205128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Botswana,Botswana,Republic of Botswana,BW,Botswana pula,,Sub-Saharan Africa,Upper middle income,BW,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,,2011,BPM6,Actual,General trade system,Budgetary central government,Enhanced General Data Dissemination System (e-GDDS),2011,Family Health Survey 2007/08,"Core Welfare Indicator Questionnaire Survey (CWIQ), 2015/16",,2015,2013.0,2017.0,,True,🇧🇼
Botswana,BWA,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,2254126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Botswana,Botswana,Republic of Botswana,BW,Botswana pula,,Sub-Saharan Africa,Upper middle income,BW,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology,,2011,BPM6,Actual,General trade system,Budgetary central government,Enhanced General Data Dissemination System (e-GDDS),2011,Family Health Survey 2007/08,"Core Welfare Indicator Questionnaire Survey (CWIQ), 2015/16",,2015,2013.0,2017.0,,True,🇧🇼
